word/phrase,type,raw_frequency,count,topic,POS,syllables,readability_score,level,Shorthand Code,Grammatical Item,Sentence Type,CEFR-J Level,Core Inventory,EGP,GSELO,log_freq,frequency_score
exciting,word,0.0002320371259401504,29,general,adj adjective,3,0.0,A1,,,,,,,,-3.634442335266528,4
contents,word,3.200512081933109e-05,4,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.494779172052438,2
introduction,word,4.800768122899664e-05,6,"general,relations with other people",noun,4,0.0,A2,,,,,,,,-4.318688365313283,3
iceberg,word,0.00012802048327732437,16,general,noun,2,3.66,UNKNOWN,,,,,,,,-3.89272019843732,4
cqd,word,2.400384061449832e-05,3,general,propn,1,10.0,UNKNOWN,,,,,,,,-4.619717456344684,2
emergency,word,9.601536245799327e-05,12,"general,news, lifestyles and current affairs",noun,4,0.0,B1,,,,,,,,-4.017658821966298,4
lifeboats,word,0.00021603456553048487,27,general,noun,2,3.66,UNKNOWN,,,,,,,,-3.6654765551423587,4
carpathia,word,0.00016802688430148823,21,general,noun,1,10.0,UNKNOWN,,,,,,,,-3.7746209671302884,4
californian,word,9.601536245799327e-05,12,general,noun,4,0.0,UNKNOWN,,,,,,,,-4.017658821966298,4
southampton,word,2.400384061449832e-05,3,general,propn,3,0.0,UNKNOWN,,,,,,,,-4.619717456344684,2
safer,word,2.400384061449832e-05,3,general,adj,2,3.66,UNKNOWN,,,,,,,,-4.619717456344684,2
compartments,word,6.401024163866218e-05,8,general,noun,3,0.0,UNKNOWN,,,,,,,,-4.193749854863421,3
smith,word,0.0002800448071691471,35,general,propn,1,10.0,UNKNOWN,,,,,,,,-3.5527723209007864,5
officers,word,0.00010401664266282605,13,general,noun,3,0.0,UNKNOWN,,,,,,,,-3.98289675050072,4
millionaires,word,8.001280204832773e-06,1,general,noun,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
cherbourg,word,1.6002560409665546e-05,2,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
queenstown,word,1.6002560409665546e-05,2,general,verb,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
ireland,word,4.0006401024163864e-05,5,general,propn,3,0.0,UNKNOWN,,,,,,,,-4.39786943043424,3
matter,word,8.80140822531605e-05,11,science,"adv noun, verb,noun",2,3.66,A2,,,,,,,,-4.055447341735951,3
unsinkable,word,8.001280204832773e-06,1,general,adj,4,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
atlantic,word,4.0006401024163864e-05,5,general,propn,3,0.0,UNKNOWN,,,,,,,,-4.39786943043424,3
watched,word,0.0002880460873739798,36,general,verb,1,10.0,UNKNOWN,,,,,,,,-3.540537868791561,5
halves,word,2.400384061449832e-05,3,general,noun,1,10.0,UNKNOWN,,,,,,,,-4.619717456344684,2
newspapers,word,4.0006401024163864e-05,5,general,noun,3,0.0,UNKNOWN,,,,,,,,-4.39786943043424,3
belfast,word,1.6002560409665546e-05,2,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
northern,word,1.6002560409665546e-05,2,general,adj adjective,2,3.66,B1,,,,,,,,-4.795807810769671,2
tons,word,1.6002560409665546e-05,2,general,noun,1,10.0,UNKNOWN,,,,,,,,-4.795807810769671,2
engines,word,4.0006401024163864e-05,5,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.39786943043424,3
knots,word,4.0006401024163864e-05,5,general,noun,1,10.0,UNKNOWN,,,,,,,,-4.39786943043424,3
compartment,word,1.6002560409665546e-05,2,general,noun,3,0.0,UNKNOWN,,,,,,,,-4.795807810769671,2
mrs,word,0.0007601216194591134,95,general,propn,2,3.66,UNKNOWN,,,,,,,,-3.119116857907678,6
jacob,word,3.200512081933109e-05,4,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.494779172052438,2
astor,word,0.000176028164506321,22,general,propn,2,3.66,UNKNOWN,,,,,,,,-3.754417592790506,4
iv,word,8.001280204832773e-06,1,general,propn,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
fortyseven,word,8.001280204832773e-06,1,general,verb,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
madeleine,word,8.001280204832773e-06,1,general,propn,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
benjamin,word,1.6002560409665546e-05,2,general,verb,3,0.0,UNKNOWN,,,,,,,,-4.795807810769671,2
guggenheim,word,1.6002560409665546e-05,2,general,propn,3,0.0,UNKNOWN,,,,,,,,-4.795807810769671,2
colonel,word,6.401024163866218e-05,8,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.193749854863421,3
archibald,word,1.6002560409665546e-05,2,general,propn,3,0.0,UNKNOWN,,,,,,,,-4.795807810769671,2
gracie,word,6.401024163866218e-05,8,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.193749854863421,3
soldier,word,0.00015202432389182268,19,"general,news, lifestyles and current affairs,relations with other people",noun,2,3.66,A2,,,,,,,,-3.818086633704316,4
writer,word,2.400384061449832e-05,3,"books and literature,general,personal identification,work and jobs",noun,2,3.66,A1,,,,,,,,-4.619717456344684,2
isidor,word,1.6002560409665546e-05,2,general,noun,1,10.0,UNKNOWN,,,,,,,,-4.795807810769671,2
straus,word,6.401024163866218e-05,8,general,propn,1,10.0,UNKNOWN,,,,,,,,-4.193749854863421,3
ida,word,2.400384061449832e-05,3,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.619717456344684,2
edward,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
gymnasium,word,8.001280204832773e-06,1,general,noun,4,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
thirdclass,word,6.401024163866218e-05,8,general,adj,2,3.66,UNKNOWN,,,,,,,,-4.193749854863421,3
secondclass,word,2.400384061449832e-05,3,general,noun,3,0.0,UNKNOWN,,,,,,,,-4.619717456344684,2
tickets,word,1.6002560409665546e-05,2,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
carla,word,0.0002960473675788126,37,general,noun,2,3.66,UNKNOWN,,,,,,,,-3.528638649566786,5
jensen,word,4.800768122899664e-05,6,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.318688365313283,3
nineteenyearold,word,8.001280204832773e-06,1,general,adj,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
denmark,word,1.6002560409665546e-05,2,general,verb,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
turja,word,4.0006401024163864e-05,5,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.39786943043424,3
finland,word,1.6002560409665546e-05,2,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
deck,word,0.00011201792286765882,14,"general,travel",noun,1,10.0,B2,,,,,,,,-3.9507120969524365,4
dogs,word,5.600896143382941e-05,7,general,noun,1,10.0,UNKNOWN,,,,,,,,-4.251741704916048,3
longest,word,4.800768122899664e-05,6,general,adj,2,3.66,UNKNOWN,,,,,,,,-4.318688365313283,3
corridors,word,8.001280204832773e-06,1,general,noun,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
cork,word,8.001280204832773e-06,1,general,noun,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
thomas,word,0.00012001920307249159,15,general,propn,2,3.66,UNKNOWN,,,,,,,,-3.920748899421697,4
andrews,word,0.00011201792286765882,14,general,propn,2,3.66,UNKNOWN,,,,,,,,-3.9507120969524365,4
designer,word,4.800768122899664e-05,6,general,noun adjective,3,0.0,A2,,,,,,,,-4.318688365313283,3
seethere,word,8.001280204832773e-06,1,general,noun,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
musicians,word,2.400384061449832e-05,3,general,noun,3,0.0,UNKNOWN,,,,,,,,-4.619717456344684,2
goodness,word,8.001280204832773e-06,1,general,noun interjection,2,3.66,B2,,,,,,,,-5.0968350925528725,1
safest,word,2.400384061449832e-05,3,general,adj,2,3.66,UNKNOWN,,,,,,,,-4.619717456344684,2
j,word,7.201152184349496e-05,9,general,propn,1,10.0,UNKNOWN,,,,,,,,-4.142597407802213,3
bruce,word,8.001280204832773e-05,10,general,propn,1,10.0,UNKNOWN,,,,,,,,-4.096839977550485,3
ismay,word,8.001280204832773e-05,10,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.096839977550485,3
languages,word,1.6002560409665546e-05,2,general,noun,3,0.0,UNKNOWN,,,,,,,,-4.795807810769671,2
danish,word,8.001280204832773e-06,1,general,adj,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
swedish,word,8.001280204832773e-06,1,general,adj,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
carlas,word,1.6002560409665546e-05,2,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
svend,word,8.001280204832773e-06,1,general,propn,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
niels,word,2.400384061449832e-05,3,general,noun,1,10.0,UNKNOWN,,,,,,,,-4.619717456344684,2
turjas,word,1.6002560409665546e-05,2,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
finnish,word,8.001280204832773e-06,1,general,adj,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
millvina,word,5.600896143382941e-05,7,general,propn,3,0.0,UNKNOWN,,,,,,,,-4.251741704916048,3
dean,word,4.800768122899664e-05,6,general,propn,1,10.0,UNKNOWN,,,,,,,,-4.318688365313283,3
youngest,word,3.200512081933109e-05,4,general,adj,2,3.66,UNKNOWN,,,,,,,,-4.494779172052438,2
sidney,word,2.400384061449832e-05,3,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.619717456344684,2
goodwin,word,1.6002560409665546e-05,2,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
sisters,word,7.201152184349496e-05,9,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.142597407802213,3
operators,word,8.001280204832773e-06,1,general,noun,4,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
phillips,word,8.80140822531605e-05,11,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.055447341735951,3
harold,word,5.600896143382941e-05,7,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.251741704916048,3
bride,word,2.400384061449832e-05,3,"family life,general,personal identification",propn noun,1,10.0,B1,,,,,,,,-4.619717456344684,2
icebergs,word,6.401024163866218e-05,8,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.193749854863421,3
titanics,word,3.200512081933109e-05,4,general,noun,3,0.0,UNKNOWN,,,,,,,,-4.494779172052438,2
slower,word,3.200512081933109e-05,4,general,adj,2,3.66,UNKNOWN,,,,,,,,-4.494779172052438,2
played,word,8.001280204832773e-05,10,general,verb,1,10.0,UNKNOWN,,,,,,,,-4.096839977550485,3
frederick,word,2.400384061449832e-05,3,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.619717456344684,2
fleet,word,2.400384061449832e-05,3,"general,news, lifestyles and current affairs",noun,1,10.0,C1,,,,,,,,-4.619717456344684,2
reginald,word,8.001280204832773e-06,1,general,propn,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
lee,word,1.6002560409665546e-05,2,general,propn,1,10.0,UNKNOWN,,,,,,,,-4.795807810769671,2
telephone,word,4.0006401024163864e-05,5,"general,objects and rooms,services","verb noun, verb,noun",3,0.0,A1,,,,,,,,-4.39786943043424,3
officer,word,0.0002880460873739798,36,"general,personal identification,work and jobs",noun,3,0.0,A2,,,,,,,,-3.540537868791561,5
murdoch,word,5.600896143382941e-05,7,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.251741704916048,3
robert,word,2.400384061449832e-05,3,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.619717456344684,2
hitchens,word,1.6002560409665546e-05,2,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
ones,word,1.6002560409665546e-05,2,general,noun,1,10.0,UNKNOWN,,,,,,,,-4.795807810769671,2
drawing,word,4.0006401024163864e-05,5,"free time, entertainment,general",verb noun,2,3.66,A2,,,,,,,,-4.39786943043424,3
nearer,word,5.600896143382941e-05,7,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.251741704916048,3
murdochs,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
stopped,word,0.0004640742518803008,58,general,verb,1,10.0,UNKNOWN,,,,,,,,-3.3334124331854893,5
coat,word,0.00024003840614498319,30,"clothes,shopping",noun,1,10.0,A1,,,,,,,,-3.6197190846846836,4
daniel,word,3.200512081933109e-05,4,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.494779172052438,2
buckleys,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
jensens,word,8.001280204832773e-06,1,general,propn,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
nightdress,word,3.200512081933109e-05,4,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.494779172052438,2
somethings,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
jackets,word,5.600896143382941e-05,7,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.251741704916048,3
stopping,word,8.001280204832773e-06,1,general,verb,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
heavier,word,1.6002560409665546e-05,2,general,adj,3,0.0,UNKNOWN,,,,,,,,-4.795807810769671,2
operator,word,6.401024163866218e-05,8,"general,personal identification",noun,4,0.0,B2,,,,,,,,-4.193749854863421,3
sinking,word,4.0006401024163864e-05,5,general,verb,2,3.66,UNKNOWN,,,,,,,,-4.39786943043424,3
cqdmgy,word,8.001280204832773e-06,1,general,noun,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
groves,word,1.6002560409665546e-05,2,general,noun,1,10.0,UNKNOWN,,,,,,,,-4.795807810769671,2
cyril,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
evans,word,3.200512081933109e-05,4,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.494779172052438,2
rockets,word,5.600896143382941e-05,7,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.251741704916048,3
cape,word,8.001280204832773e-06,1,general,noun,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
race,word,8.001280204832773e-06,1,"free time, entertainment,general,hobbies and pastimes","noun noun, verb",1,10.0,A2,,,,,,,,-5.0968350925528725,1
shall,word,2.400384061449832e-05,3,general,"aux modal verb,modal auxiliary",1,10.0,A2,MD.shall.AFF,MODAL/AUX: shall,AFF. DEC.,,,A2-C2,B2,-4.619717456344684,2
carpathias,word,8.001280204832773e-06,1,general,noun,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
sos,word,8.001280204832773e-06,1,general,propn,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
lord,word,4.800768122899664e-05,6,general,propn noun,1,10.0,B2,,,,,,,,-4.318688365313283,3
boats,word,0.00011201792286765882,14,general,noun,1,10.0,UNKNOWN,,,,,,,,-3.9507120969524365,4
lifeboat,word,0.00021603456553048487,27,general,noun,2,3.66,UNKNOWN,,,,,,,,-3.6654765551423587,4
sixty,word,2.400384061449832e-05,3,general,num number,2,3.66,A1,,,,,,,,-4.619717456344684,2
twentyfive,word,2.400384061449832e-05,3,general,adj,3,0.0,UNKNOWN,,,,,,,,-4.619717456344684,2
wore,word,6.401024163866218e-05,8,general,verb,1,10.0,UNKNOWN,,,,,,,,-4.193749854863421,3
dress,word,9.601536245799327e-05,12,"clothes,shopping","noun noun, verb",1,10.0,A1,,,,,,,,-4.017658821966298,4
lightoller,word,8.001280204832773e-05,10,general,noun,1,10.0,UNKNOWN,,,,,,,,-4.096839977550485,3
sixtyseven,word,1.6002560409665546e-05,2,general,noun,4,0.0,UNKNOWN,,,,,,,,-4.795807810769671,2
sixtythree,word,8.001280204832773e-06,1,general,adj,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
staying,word,3.200512081933109e-05,4,general,verb,2,3.66,UNKNOWN,,,,,,,,-4.494779172052438,2
buckley,word,2.400384061449832e-05,3,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.619717456344684,2
broke,word,2.400384061449832e-05,3,general,verb,1,10.0,UNKNOWN,,,,,,,,-4.619717456344684,2
lowe,word,5.600896143382941e-05,7,general,propn,1,10.0,UNKNOWN,,,,,,,,-4.251741704916048,3
fiftyeight,word,1.6002560409665546e-05,2,general,adj,1,10.0,UNKNOWN,,,,,,,,-4.795807810769671,2
listened,word,0.00016002560409665546,20,general,verb,2,3.66,UNKNOWN,,,,,,,,-3.7958102532768714,4
coats,word,1.6002560409665546e-05,2,general,noun,1,10.0,UNKNOWN,,,,,,,,-4.795807810769671,2
swam,word,4.800768122899664e-05,6,general,verb,1,10.0,UNKNOWN,,,,,,,,-4.318688365313283,3
husbands,word,1.6002560409665546e-05,2,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
row,word,8.001280204832773e-06,1,"general,travel",verb noun,1,10.0,B1,,,,,,,,-5.0968350925528725,1
rostron,word,2.400384061449832e-05,3,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.619717456344684,2
chief,word,8.001280204832773e-06,1,general,"adj adjective, noun,adjective",1,10.0,B2,,,,,,,,-5.0968350925528725,1
stewart,word,2.400384061449832e-05,3,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.619717456344684,2
firing,word,1.6002560409665546e-05,2,general,verb,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
seventyfive,word,1.6002560409665546e-05,2,general,noun,4,0.0,UNKNOWN,,,,,,,,-4.795807810769671,2
senator,word,4.800768122899664e-05,6,general,propn noun,3,0.0,C1,,,,,,,,-4.318688365313283,3
mackaybennett,word,2.400384061449832e-05,3,general,propn,4,0.0,UNKNOWN,,,,,,,,-4.619717456344684,2
buried,word,3.200512081933109e-05,4,general,verb,2,3.66,UNKNOWN,,,,,,,,-4.494779172052438,2
unknown,word,8.001280204832773e-06,1,general,adj adjective,2,3.66,B2,,,,,,,,-5.0968350925528725,1
halifax,word,8.001280204832773e-06,1,general,adj,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
nova,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
scotia,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
canada,word,4.0006401024163864e-05,5,general,propn,3,0.0,UNKNOWN,,,,,,,,-4.39786943043424,3
adriatic,word,1.6002560409665546e-05,2,general,adj,4,0.0,UNKNOWN,,,,,,,,-4.795807810769671,2
ohio,word,1.6002560409665546e-05,2,general,propn,3,0.0,UNKNOWN,,,,,,,,-4.795807810769671,2
eightynine,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
scotland,word,5.600896143382941e-05,7,general,verb,2,3.66,UNKNOWN,,,,,,,,-4.251741704916048,3
sixtysix,word,1.6002560409665546e-05,2,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
wales,word,2.400384061449832e-05,3,general,noun,1,10.0,UNKNOWN,,,,,,,,-4.619717456344684,2
oceanic,word,1.6002560409665546e-05,2,general,adj,4,0.0,UNKNOWN,,,,,,,,-4.795807810769671,2
falcon,word,1.6002560409665546e-05,2,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
roger,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
sundowner,word,1.6002560409665546e-05,2,general,noun,3,0.0,UNKNOWN,,,,,,,,-4.795807810769671,2
dunkirk,word,8.001280204832773e-06,1,general,verb,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
soldiers,word,4.0006401024163864e-05,5,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.39786943043424,3
seventyeight,word,8.001280204832773e-06,1,general,propn,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
britannic,word,8.001280204832773e-06,1,general,adj,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
ismays,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
walter,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
ballard,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
southeast,word,8.001280204832773e-06,1,general,adv,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
newfoundland,word,8.001280204832773e-06,1,general,noun,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
james,word,5.600896143382941e-05,7,general,propn,1,10.0,UNKNOWN,,,,,,,,-4.251741704916048,3
cameron,word,8.001280204832773e-06,1,general,propn,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
hollywood,word,8.001280204832773e-06,1,general,noun,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
camerons,word,8.001280204832773e-06,1,general,noun,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
kate,word,8.001280204832773e-05,10,general,adj,1,10.0,UNKNOWN,,,,,,,,-4.096839977550485,3
winslet,word,8.001280204832773e-06,1,general,verb,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
leonardo,word,8.001280204832773e-06,1,general,propn,4,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
dicaprio,word,8.001280204832773e-06,1,general,propn,4,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
lady,word,0.0001440230436869899,18,"general,personal identification,personal information",noun,2,3.66,A2,,,,,,,,-3.841567713683053,4
route,word,8.001280204832773e-06,1,"general,travel,ways of travelling",noun,1,10.0,A2,,,,,,,,-5.0968350925528725,1
eightyfive,word,8.001280204832773e-06,1,general,adj,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
endhope,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
monkeys,word,0.0002960473675788126,37,general,noun,2,3.66,UNKNOWN,,,,,,,,-3.528638649566786,5
paw,word,0.00044007041126580253,55,general,noun,1,10.0,UNKNOWN,,,,,,,,-3.356477732149658,5
w,word,0.0004640742518803008,58,general,propn,3,0.0,UNKNOWN,,,,,,,,-3.3334124331854893,5
jacobs,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
retold,word,2.400384061449832e-05,3,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.619717456344684,2
diane,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
mowat,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
livingroom,word,7.201152184349496e-05,9,general,noun,3,0.0,UNKNOWN,,,,,,,,-4.142597407802213,3
herbert,word,0.00048007681228996637,60,general,intj,2,3.66,UNKNOWN,,,,,,,,-3.3186891794842146,5
chess,word,5.600896143382941e-05,7,general,noun,1,10.0,UNKNOWN,,,,,,,,-4.251741704916048,3
herberts,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
tom,word,0.001480236837894063,185,general,propn,1,10.0,UNKNOWN,,,,,,,,-2.82966876258885,6
morris,word,0.00022403584573531764,28,general,propn,2,3.66,UNKNOWN,,,,,,,,-3.6496822951387693,4
oclock,word,0.00016002560409665546,20,general,noun adverb,1,10.0,A1,,,,,,,,-3.7958102532768714,4
redfaced,word,8.001280204832773e-06,1,general,adj,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
pleased,word,8.001280204832773e-05,10,general,adj adjective,1,10.0,A2,,,,,,,,-4.096839977550485,3
whisky,word,5.600896143382941e-05,7,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.251741704916048,3
interest,word,1.6002560409665546e-05,2,"business,personal identification,personal information","noun noun, verb",2,3.66,A1,,,,,,,,-4.795807810769671,2
twentyone,word,8.001280204832773e-06,1,general,propn,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
tilings,word,1.6002560409665546e-05,2,general,noun,1,10.0,UNKNOWN,,,,,,,,-4.795807810769671,2
wishes,word,6.401024163866218e-05,8,general,verb,2,3.66,UNKNOWN,,,,,,,,-4.193749854863421,3
rhrec,word,8.001280204832773e-06,1,general,noun,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
difficulty,word,8.001280204832773e-06,1,general,noun,4,0.0,B1,,,,,,,,-5.0968350925528725,1
wished,word,8.001280204832773e-06,1,general,verb,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
unhappiness,word,2.400384061449832e-05,3,general,noun,4,0.0,UNKNOWN,,,,,,,,-4.619717456344684,2
getting,word,0.00010401664266282605,13,general,verb,2,3.66,UNKNOWN,,,,,,,,-3.98289675050072,4
whire,word,8.001280204832773e-06,1,general,noun,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
toms,word,7.201152184349496e-05,9,general,noun,1,10.0,UNKNOWN,,,,,,,,-4.142597407802213,3
answeredbut,word,8.001280204832773e-06,1,general,noun,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
smoked,word,1.6002560409665546e-05,2,general,verb,1,10.0,UNKNOWN,,,,,,,,-4.795807810769671,2
goodnight,word,2.400384061449832e-05,3,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.619717456344684,2
paws,word,8.001280204832773e-06,1,general,noun,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
clock,word,2.400384061449832e-05,3,"house and home, environment,household_items,objects and rooms",noun,1,10.0,A1,,,,,,,,-4.619717456344684,2
stranger,word,0.00016002560409665546,20,general,adj noun,2,3.66,B1,,,,,,,,-3.7958102532768714,4
talland,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
welldressed,word,2.400384061449832e-05,3,general,verb,2,3.66,UNKNOWN,,,,,,,,-4.619717456344684,2
bringing,word,8.001280204832773e-06,1,general,verb,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
maw,word,8.001280204832773e-05,10,general,adj,1,10.0,UNKNOWN,,,,,,,,-4.096839977550485,3
meggins,word,8.001280204832773e-05,10,general,verb,2,3.66,UNKNOWN,,,,,,,,-4.096839977550485,3
machinery,word,6.401024163866218e-05,8,general,noun,4,0.0,C1,,,,,,,,-4.193749854863421,3
faces,word,6.401024163866218e-05,8,general,verb,2,3.66,UNKNOWN,,,,,,,,-4.193749854863421,3
whites,word,2.400384061449832e-05,3,general,noun,1,10.0,UNKNOWN,,,,,,,,-4.619717456344684,2
strangers,word,1.6002560409665546e-05,2,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
loved,word,0.00010401664266282605,13,general,verb,1,10.0,UNKNOWN,,,,,,,,-3.98289675050072,4
calk,word,8.001280204832773e-06,1,general,verb,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
worker,word,8.001280204832773e-05,10,"jobs,personal identification,work and jobs",noun,2,3.66,A1,,,,,,,,-4.096839977550485,3
howr,word,8.001280204832773e-06,1,general,propn,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
cemetery,word,1.6002560409665546e-05,2,"general,house and home, environment,things in the town, shops and shopping",noun,4,0.0,C1,,,,,,,,-4.795807810769671,2
colder,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
touched,word,8.001280204832773e-06,1,general,verb,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
